-0.481822 -0.481891 -0.48196 -0.482029 -0.482098 -0.482167 -0.482167 -0.482235
-0.481688 -0.481757 -0.481826 -0.481895 -0.481963 -0.482032 -0.482032 -0.482101
-0.481554 -0.481622 -0.481691 -0.48176 -0.481829 -0.481898 -0.481898 -0.481967
-0.481419 -0.481488 -0.481557 -0.481626 -0.481695 -0.481763 -0.481763 -0.481832
-0.481285 -0.481354 -0.481422 -0.481491 -0.48156 -0.481629 -0.481629 -0.481698
-0.48115 -0.481219 -0.481288 -0.481357 -0.481426 -0.481495 -0.481495 -0.481563
-0.481016 -0.481085 -0.481154 -0.481222 -0.481291 -0.48136 -0.48136 -0.481429
-0.480881 -0.48095 -0.481019 -0.481088 -0.481157 -0.481226 -0.481226 -0.481294
-0.480747 -0.480816 -0.480885 -0.480953 -0.481022 -0.481091 -0.481091 -0.48116
-0.480612 -0.480681 -0.48075 -0.480819 -0.480888 -0.480957 -0.480957 -0.481026
-0.480478 -0.480547 -0.480616 -0.480684 -0.480753 -0.480822 -0.480822 -0.480891
-0.480343 -0.480412 -0.480481 -0.48055 -0.480619 -0.480688 -0.480688 -0.480757
-0.480209 -0.480278 -0.480347 -0.480415 -0.480484 -0.480553 -0.480553 -0.480622
-0.480074 -0.480143 -0.480212 -0.480281 -0.48035 -0.480419 -0.480419 -0.480488
-0.47994 -0.480009 -0.480077 -0.480146 -0.480215 -0.480284 -0.480284 -0.480353
-0.479805 -0.479874 -0.479943 -0.480012 -0.480081 -0.48015 -0.48015 -0.480218
-0.47967 -0.479739 -0.479808 -0.479877 -0.479946 -0.480015 -0.480015 -0.480084
-0.479536 -0.479605 -0.479674 -0.479743 -0.479812 -0.47988 -0.47988 -0.479949
-0.479401 -0.47947 -0.479539 -0.479608 -0.479677 -0.479746 -0.479746 -0.479815
-0.479267 -0.479336 -0.479404 -0.479473 -0.479542 -0.479611 -0.479611 -0.47968
-0.479132 -0.479201 -0.47927 -0.479339 -0.479408 -0.479477 -0.479477 -0.479546
-0.478997 -0.479066 -0.479135 -0.479204 -0.479273 -0.479342 -0.479342 -0.479411
-0.478863 -0.478932 -0.479001 -0.47907 -0.479138 -0.479207 -0.479207 -0.479276
-0.478728 -0.478797 -0.478866 -0.478935 -0.479004 -0.479073 -0.479073 -0.479142
-0.478593 -0.478662 -0.478731 -0.4788 -0.478869 -0.478938 -0.478938 -0.479007
-0.478459 -0.478528 -0.478597 -0.478666 -0.478735 -0.478803 -0.478803 -0.478872
-0.478324 -0.478393 -0.478462 -0.478531 -0.4786 -0.478669 -0.478669 -0.478738
-0.478189 -0.478258 -0.478327 -0.478396 -0.478465 -0.478534 -0.478534 -0.478603
-0.478055 -0.478124 -0.478192 -0.478261 -0.47833 -0.478399 -0.478399 -0.478468
-0.47792 -0.477989 -0.478058 -0.478127 -0.478196 -0.478265 -0.478265 -0.478334
-0.477785 -0.477854 -0.477923 -0.477992 -0.478061 -0.47813 -0.47813 -0.478199
-0.47765 -0.477719 -0.477788 -0.477857 -0.477926 -0.477995 -0.477995 -0.478064
-0.477516 -0.477585 -0.477654 -0.477723 -0.477792 -0.477861 -0.477861 -0.47793
-0.477381 -0.47745 -0.477519 -0.477588 -0.477657 -0.477726 -0.477726 -0.477795
-0.477246 -0.477315 -0.477384 -0.477453 -0.477522 -0.477591 -0.477591 -0.47766
-0.477111 -0.47718 -0.477249 -0.477318 -0.477387 -0.477456 -0.477456 -0.477525
-0.476976 -0.477045 -0.477114 -0.477183 -0.477252 -0.477321 -0.477321 -0.47739
-0.476842 -0.476911 -0.47698 -0.477049 -0.477118 -0.477187 -0.477187 -0.477256
-0.476707 -0.476776 -0.476845 -0.476914 -0.476983 -0.477052 -0.477052 -0.477121
-0.476572 -0.476641 -0.47671 -0.476779 -0.476848 -0.476917 -0.476917 -0.476986
-0.476437 -0.476506 -0.476575 -0.476644 -0.476713 -0.476782 -0.476782 -0.476851
-0.476302 -0.476371 -0.47644 -0.476509 -0.476578 -0.476647 -0.476647 -0.476716
-0.476167 -0.476236 -0.476305 -0.476374 -0.476443 -0.476513 -0.476513 -0.476582
-0.476032 -0.476101 -0.47617 -0.47624 -0.476309 -0.476378 -0.476378 -0.476447
-0.475897 -0.475967 -0.476036 -0.476105 -0.476174 -0.476243 -0.476243 -0.476312
-0.475763 -0.475832 -0.475901 -0.47597 -0.476039 -0.476108 -0.476108 -0.476177
-0.475628 -0.475697 -0.475766 -0.475835 -0.475904 -0.475973 -0.475973 -0.476042
-0.475493 -0.475562 -0.475631 -0.4757 -0.475769 -0.475838 -0.475838 -0.475907
-0.475358 -0.475427 -0.475496 -0.475565 -0.475634 -0.475703 -0.475703 -0.475772
-0.475223 -0.475292 -0.475361 -0.47543 -0.475499 -0.475568 -0.475568 -0.475637
-0.475088 -0.475157 -0.475226 -0.475295 -0.475364 -0.475433 -0.475433 -0.475502
-0.474953 -0.475022 -0.475091 -0.47516 -0.475229 -0.475298 -0.475298 -0.475367
-0.474818 -0.474887 -0.474956 -0.475025 -0.475094 -0.475163 -0.475163 -0.475232
-0.474683 -0.474752 -0.474821 -0.47489 -0.474959 -0.475028 -0.475028 -0.475098
-0.474548 -0.474617 -0.474686 -0.474755 -0.474824 -0.474893 -0.474893 -0.474963
-0.474413 -0.474482 -0.474551 -0.47462 -0.474689 -0.474758 -0.474758 -0.474828
-0.474278 -0.474347 -0.474416 -0.474485 -0.474554 -0.474623 -0.474623 -0.474693
-0.474143 -0.474212 -0.474281 -0.47435 -0.474419 -0.474488 -0.474488 -0.474558
-0.474008 -0.474077 -0.474146 -0.474215 -0.474284 -0.474353 -0.474353 -0.474423
-0.473873 -0.473942 -0.474011 -0.47408 -0.474149 -0.474218 -0.474218 -0.474287
-0.473737 -0.473807 -0.473876 -0.473945 -0.474014 -0.474083 -0.474083 -0.474152
-0.473602 -0.473672 -0.473741 -0.47381 -0.473879 -0.473948 -0.473948 -0.474017
-0.473467 -0.473536 -0.473606 -0.473675 -0.473744 -0.473813 -0.473813 -0.473882
-0.473332 -0.473401 -0.473471 -0.47354 -0.473609 -0.473678 -0.473678 -0.473747
-0.473197 -0.473266 -0.473335 -0.473405 -0.473474 -0.473543 -0.473543 -0.473612
-0.473062 -0.473131 -0.4732 -0.473269 -0.473339 -0.473408 -0.473408 -0.473477
-0.472927 -0.472996 -0.473065 -0.473134 -0.473204 -0.473273 -0.473273 -0.473342
-0.472792 -0.472861 -0.47293 -0.472999 -0.473068 -0.473138 -0.473138 -0.473207
-0.472656 -0.472726 -0.472795 -0.472864 -0.472933 -0.473002 -0.473002 -0.473072
-0.472521 -0.47259 -0.47266 -0.472729 -0.472798 -0.472867 -0.472867 -0.472937
-0.472386 -0.472455 -0.472524 -0.472594 -0.472663 -0.472732 -0.472732 -0.472801
-0.472251 -0.47232 -0.472389 -0.472459 -0.472528 -0.472597 -0.472597 -0.472666
-0.472116 -0.472185 -0.472254 -0.472323 -0.472393 -0.472462 -0.472462 -0.472531
-0.47198 -0.47205 -0.472119 -0.472188 -0.472257 -0.472327 -0.472327 -0.472396
-0.471845 -0.471914 -0.471984 -0.472053 -0.472122 -0.472191 -0.472191 -0.472261
-0.47171 -0.471779 -0.471848 -0.471918 -0.471987 -0.472056 -0.472056 -0.472125
-0.471575 -0.471644 -0.471713 -0.471782 -0.471852 -0.471921 -0.471921 -0.47199
-0.471439 -0.471509 -0.471578 -0.471647 -0.471716 -0.471786 -0.471786 -0.471855
-0.471304 -0.471373 -0.471443 -0.471512 -0.471581 -0.47165 -0.47165 -0.47172
-0.471169 -0.471238 -0.471307 -0.471377 -0.471446 -0.471515 -0.471515 -0.471584
-0.471034 -0.471103 -0.471172 -0.471241 -0.471311 -0.47138 -0.47138 -0.471449
-0.470898 -0.470967 -0.471037 -0.471106 -0.471175 -0.471245 -0.471245 -0.471314
-0.470763 -0.470832 -0.470901 -0.470971 -0.47104 -0.471109 -0.471109 -0.471179
-0.470628 -0.470697 -0.470766 -0.470835 -0.470905 -0.470974 -0.470974 -0.471043
-0.470492 -0.470561 -0.470631 -0.4707 -0.470769 -0.470839 -0.470839 -0.470908
-0.470357 -0.470426 -0.470495 -0.470565 -0.470634 -0.470703 -0.470703 -0.470773
-0.470221 -0.470291 -0.47036 -0.470429 -0.470499 -0.470568 -0.470568 -0.470637
-0.470086 -0.470155 -0.470225 -0.470294 -0.470363 -0.470433 -0.470433 -0.470502
-0.469951 -0.47002 -0.470089 -0.470159 -0.470228 -0.470297 -0.470297 -0.470367
-0.469815 -0.469885 -0.469954 -0.470023 -0.470093 -0.470162 -0.470162 -0.470231
-0.46968 -0.469749 -0.469819 -0.469888 -0.469957 -0.470027 -0.470027 -0.470096
